"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"439","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2026-2027/290367","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","02-Sep-2026","Kulwinder Singh","Payment In-Progress","36724"
"440","Puducherry","Purchase of IT systems, including hardware and software for educational purposes","WS/MP139/2026-2027/229075","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","17-Aug-2026","Corenet System","Payment In-Progress","28636"
"441","Puducherry","Purchase of IT systems, including hardware and software for educational purposes","WS/MP139/2026-2027/229075","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","17-Aug-2026","Universal Diesel Sales and Services","Payment In-Progress","945000"
"442","Himachal Pradesh","Construction of public irrigation facilities","WS/MP078/2025-2026/202488","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","25-Aug-2026","Gram Panchayat Kalhani","Payment In-Progress","80000"
"443","Himachal Pradesh","Providing drains and gutters for public drainage","WS/MP078/2023-2024/25425","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","17-Aug-2026","Ranjeet Singh","Payment In-Progress","266682"
"444","Rajasthan","Construction of public libraries and reading rooms","WS/MP148/2025-2026/254803","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","21-Aug-2026","Shree Krishna Electric Udyog","Payment In-Progress","681456"
"445","Maharashtra","Development of public parks","WS/MP108/2026-2027/250276","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","25-Aug-2026","RAUT CONSTRUCTION","Payment In-Progress","940390"
"446","Odisha","Construction of community centers and community halls","WS/MP131/2025-2026/192704","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","25-Aug-2026","Bideshi Nahak","Payment In-Progress","300000"
"447","Maharashtra","Providing drains and gutters for public drainage","WS/MP18287/2026-2027/159775","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030)","Elected MP","04-Sep-2026","Shree Construction","Payment In-Progress","2459972"
"448","Gujarat","Construction of public libraries and reading rooms","WS/MP18291/2025-2026/238992","SURAT(DISTRICT COLLECTOR SURAT_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","29-Aug-2026","M G JAIN","Payment In-Progress","1317399"
"449","Punjab","Construction of rooms and halls in school and colleges","WS/MP140/2024-2025/135348","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","03-Sep-2026","BHAJAN SINGH","Payment In-Progress","23496"
"450","Punjab","Construction of rooms and halls in school and colleges","WS/MP140/2024-2025/135348","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","03-Sep-2026","BHAJAN SINGH","Payment In-Progress","31864"
"451","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP842/2025-2026/251129","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","03-Sep-2026","PRAJITHA V","Payment In-Progress","423582"
"452","Kerala","Purchase of equipment for crèches and anganwadies","WS/MP095/2025-2026/257628","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","01-Sep-2026","UNITED MARKETING SPORTS EMPORIUM","Payment In-Progress","311500"
"453","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP840/2025-2026/273564","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","24-Aug-2026","NASREEN FATHIMA","Payment In-Progress","339026"
"454","Andhra Pradesh","Construction of culverts and bridges","WS/MP840/2025-2026/273565","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","24-Aug-2026","NASREEN FATHIMA","Payment In-Progress","357463"
"455","Andhra Pradesh","Construction of culverts and bridges","WS/MP840/2025-2026/273566","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","24-Aug-2026","NASREEN FATHIMA","Payment In-Progress","298796"
"456","Andhra Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP840/2025-2026/273568","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","24-Aug-2026","NASREEN FATHIMA","Payment In-Progress","199431"
"457","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP840/2025-2026/273557","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","Shri V. Vijayendra Prasad (2022-28) (2022-2028)","Nominated MP","24-Aug-2026","NASREEN FATHIMA","Payment In-Progress","356630"
"458","Chhattisgarh","Construction of community centers and community halls","WS/MP18340/2026-2027/295544","Sarangarh-Bilaigarh(Collector SB_IDA)","Shri Devendra Pratap Singh (2024-30) (2024-2030)","Elected MP","03-Sep-2026","GRAM PANCHAYAT SALIHA","Payment In-Progress","550000"
"459","Himachal Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP078/2026-2027/282828","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","03-Sep-2026","Gram Panchayat Chamukha","Payment In-Progress","50000"
"460","Gujarat","Street lights","WS/MP18288/2025-2026/208500","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","27-Aug-2026","BHARAT SALES CORPORATION","Payment In-Progress","198339"
"461","Gujarat","Street lights","WS/MP18288/2025-2026/208510","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","27-Aug-2026","I CATCH SECURITY","Payment In-Progress","99870"
"462","Gujarat","Street lights","WS/MP18288/2025-2026/208511","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","27-Aug-2026","I CATCH SECURITY","Payment In-Progress","99870"
"463","Gujarat","Street lights","WS/MP18288/2025-2026/208512","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","27-Aug-2026","I CATCH SECURITY","Payment In-Progress","99870"
"464","Telangana","Construction of boundary walls of existing public and community buildings","WS/MP171/2026-2027/207479","MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","26-Aug-2026","MOGILI GEETHA RANI","Payment In-Progress","498798"
"465","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18387/2026-2027/207452","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","02-Sep-2026","Tiwari Traders","Payment In-Progress","24000"
"466","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18387/2026-2027/207452","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","02-Sep-2026","Tiwari Traders","Payment In-Progress","240000"
"467","Odisha","Purchase of ambulances (Four, three and two wheelers)","WS/MP134/2026-2027/211659","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Ashwini Vaishnaw (2024-30) (2024-2030)","Elected MP","28-Aug-2026","VALUABLE WHEELS INDIA PRIVATE LIMITED","Payment In-Progress","5569600"
"468","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2026-2027/268924","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","01-Sep-2026","NAVEEN KUMAR","Payment In-Progress","15000"
"469","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2026-2027/301959","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","03-Sep-2026","Sukhwinder kaur Machhiwara 104","Payment In-Progress","53152"
"470","Haryana","Construction of additional rooms and halls in the existing public and community building","WS/MP18402/2026-2027/259757","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","03-Sep-2026","JAT DHARAMSHALA SABHA HISAR","Payment In-Progress","1499806"
"471","Himachal Pradesh","Construction of community centers and community halls","WS/MP078/2026-2027/282836","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","02-Sep-2026","SAT SHRI BADHU BADA YUVAK MANDAL","Payment In-Progress","50000"
"472","Punjab","Construction of community centers and community halls","WS/MP843/2025-2026/239579","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","28-Aug-2026","R K ELECTRICALS AND ELECTRONICS","Payment In-Progress","19429"
"473","Maharashtra","Lighting of public spaces","WS/MP18290/2025-2026/224127","DHULE(DISTRICT COLLECTOR DHULE_IDA)","Shri Chandrakant Damodar Handore (2024-30) (2024-2030)","Elected MP","02-Sep-2026","AMBIKA ELECTRICALS","Payment In-Progress","998432"
"474","Gujarat","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18410/2026-2027/270731","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","03-Sep-2026","SEMBALPANI GRAM PANCHAYAT","Payment In-Progress","400000"
"475","Gujarat","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18410/2026-2027/270732","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","03-Sep-2026","GUDA GROUP GRAM PANCHAYAT","Payment In-Progress","400000"
"476","Nagaland","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP233/2026-2027/307733","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","02-Sep-2026","Panwang Konyak","Payment In-Progress","3603000"
"477","Delhi","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP878/2026-2027/269259","RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","02-Sep-2026","SHOUKAT CONTRACTOR","Payment In-Progress","973774"
"478","Andhra Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18373/2025-2026/221051","PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","03-Sep-2026","NOMINEE WORKS COMMITTEE HMPADU","Payment In-Progress","491491"
"479","Andhra Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18373/2025-2026/221050","PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","03-Sep-2026","NOMINEE WORKS COMMITTEE HMPADU","Payment In-Progress","277408"
"480","Assam","Construction of boundary walls of existing public and community buildings","WS/MP18431/2026-2027/286034","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","03-Sep-2026","Toilet Block near Sri Sri Maa Kamakhya Mandir","Payment In-Progress","1200000"
"481","Assam","Construction of boundary walls of existing public and community buildings","WS/MP18431/2026-2027/286033","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","03-Sep-2026","Iron Gate near Nabagram Bathou Mandir at Nabagram","Payment In-Progress","1200000"
"482","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP831/2026-2027/293346","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","03-Sep-2026","Nilima Brahma house to Akan Brahma house at Nabagram village","Payment In-Progress","1500000"
"483","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP831/2026-2027/293345","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","03-Sep-2026","Boloram Brahmas house to Bathou Mandir at Nabagram village","Payment In-Progress","1500000"
"484","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP073/2026-2027/304308","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","03-Sep-2026","Shri Bhakti Kalita","Payment In-Progress","1548000"
"485","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP831/2026-2027/302091","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","03-Sep-2026","Shri Bhakti Kalita","Payment In-Progress","1560000"
"486","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP073/2026-2027/304300","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","03-Sep-2026","Shri Bhakti Kalita","Payment In-Progress","1485000"
"487","Assam","Construction of Railway Halt Station","WS/MP073/2026-2027/304301","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","03-Sep-2026","Shri Bhakti Kalita","Payment In-Progress","1515000"
"488","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP073/2026-2027/304307","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","03-Sep-2026","Shri Bhakti Kalita","Payment In-Progress","1452000"
"489","Chhattisgarh","Lighting of public spaces","WS/MP176/2026-2027/278429","RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","03-Sep-2026","Gram Panchayat Kirna","Payment In-Progress","250000"
"490","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP100/2025-2026/202225","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","03-Sep-2026","Shibu Abraham","Payment In-Progress","439123"
"491","Punjab","Purchase of furniture and fixtures for educational purposes","WS/MP235/2026-2027/301967","FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","03-Sep-2026","CM Furniture and Electronics","Payment In-Progress","108000"
"492","Punjab","Purchase of furniture and fixtures for educational purposes","WS/MP235/2026-2027/301967","FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","03-Sep-2026","CM Furniture and Electronics","Payment In-Progress","141850"
"493","Punjab","Renovation of ponds and lakes","WS/MP235/2026-2027/299124","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","03-Sep-2026","Talwinder Singh","Payment In-Progress","72000"
"494","Punjab","Development of playfields and sports grounds","WS/MP235/2026-2027/301962","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","02-Sep-2026","Noor construction and JCB","Payment In-Progress","326550"
"495","Punjab","Development of playfields and sports grounds","WS/MP235/2026-2027/301962","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","03-Sep-2026","Noor construction and JCB","Payment In-Progress","7000"
"496","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP052/2025-2026/270444","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","01-Sep-2026","AVINASH KUMAR","Payment In-Progress","993582"
"497","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP001/2026-2027/285924","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","01-Sep-2026","VIJAY KUMAR PATEL","Payment Success","400000"
"498","Rajasthan","Construction of public libraries and reading rooms","WS/MP146/2024-2025/140254","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","31-Aug-2026","RAWAL ENTERPRISES","Payment Success","790043"
"499","Rajasthan","Construction of buildings for community cultural activities","WS/MP18295/2025-2026/218293","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","30-Aug-2026","RAWAL ENTERPRISES","Payment Success","999834"
"500","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2026-2027/301957","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","31-Aug-2026","nandha Spun Pipe Factory","Payment Success","664812"
"501","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2026-2027/301957","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","31-Aug-2026","Kuldeep Singh JCB","Payment Success","335188"
"502","Manipur","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18468/2026-2027/304510","TAMENGLONG(Deputy Commissioner Tamenglong_ida)","Smt. Adhikarimayum Sharda Devi (2026-32) (2026-2032)","Elected MP","31-Aug-2026","Akin construction and supply","Payment Success","1800000"
"503","Punjab","Development of public parks","WS/MP235/2026-2027/301956","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","28-Aug-2026","Surjit Singh","Payment Success","15000"
"504","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP235/2026-2027/301959","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","01-Sep-2026","Baljinedr Singh and complay","Payment Success","95700"
"505","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP235/2026-2027/301952","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","28-Aug-2026","Kamboj Building Meterail Store","Payment Success","9500"
"506","Maharashtra","Construction of common work sheds/ common covered sitting area","WS/MP18294/2026-2027/179485","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","31-Aug-2026","ANKUSH SHYAMKUMAR GANVIR","Payment Success","495688"
"507","Himachal Pradesh","Construction of rooms and halls in school and colleges","WS/MP18304/2025-2026/244068","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","01-Sep-2026","Gram Panchayat Khadkan","Payment Success","150000"
"508","Himachal Pradesh","Construction of public libraries and reading rooms","WS/MP18304/2025-2026/190418","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","02-Sep-2026","Gram Panchayat Kao","Payment Success","150000"
